SJBXX01,SJBXX02,PYM,SZM,WBM
A18.005+M49.0*,颈椎结核,JZJH,5151,CSXS
A18.006+M49.0*,胸椎结核,XZJH,3151,ESXS
A18.007+M49.0*,腰椎结核,YZJH,3151,ESXS
A18.008+M90.0*,腰椎结核性窦道,YZJHXDD,3151244,ESXSNPU
A18.009+M49.0*,脊柱结核,JZJH,4151,ISXS
A18.010+M49.0*,脊柱结核性脓肿,JZJHXNZ,4151233,ISXSNEE
A18.011+M49.0*,结核性脊柱后凸,JHXJZHT,5124132,XSNISRH
A18.012+M49.0*,脊柱结核性截瘫,JZJHXJT,4151214,ISXSNFU
A18.013+M49.0*,结核性脊柱裂,JHXJZL,512411,XSNISG
A18.014+M90.0*,肋骨结核,LGJH,3251,EMXS
A18.015+M90.0*,耻骨结核,CGJH,1251,BMXS
A18.016+M90.0*,肱骨结核,GGJH,3251,EMXS
A18.017+M90.0*,桡骨结核,RGJH,1251,SMXS
A18.018+M90.0*,尺骨结核,CGJH,5251,NMXS
A18.019+M90.0*,掌骨结核,ZGJH,4251,IMXS
A18.020+M90.0*,指骨结核,ZGJH,1251,RMXS
A18.021+M90.0*,股骨结核,GGJH,3251,EMXS
A18.022+M90.0*,胫骨结核,JGJH,3251,EMXS
A18.023+M90.0*,腓骨结核,FGJH,3251,EMXS
A18.024+M90.0*,跟骨结核,GGJH,2251,KMXS
A18.025+M90.0*,楔骨结核,XGJH,1251,SMXS
A18.026+M90.0*,趾骨结核,ZGJH,2251,KMXS
A18.027+M01.1*,肩关节结核,JGJJH,44151,YUAXS
A18.028+M01.1*,肘关节结核,ZGJJH,34151,EUAXS
A18.029+M01.1*,腕关节结核,WGJJH,34151,EUAXS
A18.030+M01.1*,指关节结核,ZGJJH,14151,RUAXS
A18.031+M01.1*,髋关节结核,KGJJH,24151,MUAXS
A18.032+M49.0*,骶髂关节结核,DQGJJH,224151,MMUAXS
A18.033+M01.1*,髋关节结核性滑膜炎,KGJJHXHMY,241512434,MUAXSNIEO
A18.034+M01.1*,膝关节结核,XGJJH,34151,EUAXS
A18.035+M01.1*,膝关节结核性滑膜炎,XGJJHXHMY,341512434,EUAXSNIEO
A18.036+M01.1*,踝关节结核,HGJJH,24151,KUAXS
A18.037+M01.1*,跖趾关节结核,ZZGJJH,224151,KKUAXS
A18.038+M01.1*,趾关节结核,ZGJJH,24151,KUAXS
A18.039+M01.1*,关节结核性风湿病,GJJHXFSB,41512244,UAXSNMIU
A18.040+M01.1*,关节结核性窦道,GJJHXDD,4151244,UAXSNPU
A18.041+M68.0*,滑膜结核,HMJH,4351,IEXS
A18.042+M68.0*,肌腱结核,JJJH,3351,EEXS
A18.043+M01.1*,关节结核性脓肿,GJJHXNZ,4151233,UAXSNEE
A18.100,泌尿生殖系统的结核,MNSZXTDJH,453135351,INTGTXRXS
A18.101,泌尿系统结核,MNXTJH,453551,INTXXS
A18.102,生殖系统结核,SZXTJH,313551,TGTXXS
A18.103+N29.1*,肾结核,SJH,251,JXS
A18.104+N29.1*,结核性肾脓肿,JHXSNZ,512233,XSNJEE
A18.105+N29.1*,结核性肾盂积水,JHXSYJS,5122134,XSNJGTI
A18.106+N29.1*,输尿管结核,SNGJH,15351,LNTXS
A18.107+N29.1*,结核性输尿管狭窄,JHXSNGXZ,51215334,XSNLNTQP
A18.108+N33.0*,膀胱结核,BGJH,3351,EEXS
A18.109+N51.0*,前列腺结核,QLXJH,41351,UGEXS
A18.110+N51.8*,输精管结核,SJGJH,14351,LOTXS
A18.111+N74.1*,子宫内膜结核,ZGNMJH,542351,BPMEXS
A18.112+N74.0*,子宫颈结核,ZGJJH,54551,BPCXS
A18.113+N74.1*,输卵管结核,SLGJH,13351,LQTXS
A18.114+N74.1*,卵巢结核,LCJH,3551,QVXS
A18.115+N74.1*,女性盆腔结核,NXPQJH,523351,VNWEXS
A18.116+N51.8*,结核性阴囊瘘,JHXYNL,512514,XSNBGU
A18.117+N51.1*,睾丸结核,GWJH,3551,TVXS
A18.118+N51.1*,附睾结核,FGJH,5351,BTXS
A18.119+N51.8*,阴茎结核,YJJH,5151,BAXS
A18.200,结核性周围淋巴结病,JHXZWLBJB,512224554,XSNMLICXU
A18.201,头颈部结核性淋巴结炎,TJBJHXLBJY,4545124554,UCUXSNICXO
A18.202,颊淋巴结结核,JLBJJH,145551,GICXXS
A18.203,腮腺淋巴结结核,SXLBJJH,3345551,EEICXXS
A18.205,颈淋巴结结核,JLBJJH,545551,CICXXS
A18.206,锁骨上淋巴结结核,SGSLBJJH,32245551,QMHICXXS
A18.207,腋下淋巴结结核,YXLBJJH,3145551,EGICXXS
A18.208,食管旁淋巴结结核,SGPLBJJH,33445551,WTUICXXS
A18.209,闭孔淋巴结结核,BKLBJJH,4545551,UBICXXS
A18.210,腹股沟淋巴结结核,FGGLBJJH,33445551,EEIICXXS
A18.211,结核性淋巴管炎,JHXLBGY,5124534,XSNICTO
A18.212,全身多发淋巴结结核,QSDFLBJJH,333545551,WTQVICXXS
A18.300,肠、腹膜和肠系膜淋巴结的结核,CFMHCXMLBJDJH,3333333455351,EEETETEICXRXS
A18.301,肝门淋巴结结核,GMLBJJH,3445551,EUICXXS
A18.302+K93.0*,阑尾结核,LWJH,4551,UNXS
A18.303+K93.0*,肠结核,CJH,351,EXS
A18.304+K93.0*,结核性肠炎,JHXCY,51234,XSNEO
A18.305+K93.0*,结肠结核瘤,JCJHL,53514,XEXSU
A18.306+K93.0*,结核性肛瘘,JHXGL,51234,XSNEU
A18.307+K93.0*,肛周结核,GZJH,3251,EMXS
A18.308,腹腔淋巴结结核,FQLBJJH,3345551,EEICXXS
A18.309,结核性腹腔积液,JHXFQJY,5123334,XSNEETI
A18.310,腹膜后淋巴结结核,FMHLBJJH,33345551,EERICXXS
A18.311+K93.0*,腹膜结核,FMJH,3351,EEXS
A18.312+K93.0*,腹部结核性脓肿,FBJHXNZ,3451233,EUXSNEE
A18.313+K93.0*,腹部结核性窦道,FBJHXDD,3451244,EUXSNPU
A18.314+K67.3*,结核性腹膜炎,JHXFMY,512334,XSNEEO
A18.315+K93.0*,肠系膜结核,CXMJH,33351,ETEXS
A18.316+K93.0*,肠系膜淋巴结结核,CXMLBJJH,33345551,ETEICXXS
A18.317,髂窝结核性脓肿,QWJHXNZ,2451233,MPXSNEE
A18.318,髂窝淋巴结结核,QWLBJJH,2445551,MPICXXS
A18.400,皮肤和皮下组织的结核,PFHPXZZDJH,5335155351,HETHGXXRXS
A18.401,皮肤结核,PFJH,5351,HEXS
A18.402,皮下组织结核,PXZZJH,515551,HGXXXS
A18.403,皮肤结核性窦道,PFJHXDD,5351244,HEXSNPU
A18.404,瘰疬性皮肤结核,LLXPFJH,4425351,UUNHEXS
A18.405,结核性皮肤脓肿,JHXPFNZ,5125333,XSNHEEE
A18.406,腹壁结核,FBJH,3551,ENXS
A18.407,皮下组织结核性窦道,PXZZJHXDD,515551244,HGXXXSNPU
A18.408,结核性结节性红斑,JHXJJXHB,51251251,XSNXANXG
A18.409,结核性狼疮,JHXLC,51234,XSNQU
A18.410,寻常性狼疮,XCXLC,54234,VINQU
A18.411,巴赞病,BZB,534,CTU
A18.412,胸壁结核,XBJH,3551,ENXS
A18.500,眼结核,YJH,251,HXS
A18.501+H32.0*,视网膜结核,SWMJH,42351,PMEXS
A18.502+H32.0*,脉络膜结核,MLMJH,35351,EXEXS
A18.503+H48.8*,视神经结核,SSJJH,44551,PPXXS
A18.504+H22.0*,葡萄膜结核,PTMJH,11351,AAEXS
A18.506+H19.2*,角膜结核,JMJH,3351,QEXS
A18.600,耳结核,EJH,551,BXS
A18.601+H67.0*,结核性中耳炎,JHXZEY,512254,XSNKBO
A18.700+E35.1*,肾上腺结核,SSXJH,22351,JHEXS
A18.800,器官的结核，其他特指的,QGDJHQTTZD,2435113313,KPRXSAWTRR
A18.801+E35.8*,垂体结核,CTJH,3351,TWXS
A18.802+K93.8*,舌结核,SJH,351,TXS
A18.803+M63.0*,咀嚼肌结核,JJJJH,22351,KKEXS
A18.804+K93.8*,腮腺结核,SXJH,3351,EEXS
A18.805+K93.8*,颌下腺结核,HXXJH,31351,WGEXS
A18.806+E35.0*,甲状腺结核,JZXJH,24351,LUEXS
A18.807+K23.0*,结核性食管炎,JHXSGY,512334,XSNWTO
A18.808+I32.0*,结核性心包炎,JHXXBY,512334,XSNNQO
A18.809+I32.0*,结核性心包积液,JHXXBJY,5123334,XSNNQTI
A18.810+M63.0*,胸大肌结核,XDJJH,31351,EDEXS
A18.811,乳腺结核,RXJH,3351,EEXS
A18.812+K93.8*,胃结核,WJH,251,LXS
A18.813+D77*,脾结核,PJH,351,EXS
A18.814+K77.0*,肝结核,GJH,351,EXS
A18.815+K87.0*,胆管结核,DGJH,3351,ETXS
A18.816+K87.0*,胆囊结核,DNJH,3151,EGXS
A18.817+K87.1*,胰腺结核,YXJH,3351,EEXS
A18.818+I79.8*,结核性腹主动脉炎,JHXFZDMY,51234134,XSNEYFEO
A18.819+M36.8*,结缔组织结核,JDZZJH,555551,XXXXXS
A19.000,单个特指部位的急性粟粒型结核,DGTZBWDJXSLXJH,43314333214151,UWTRUWRQNSOGXS
A19.001,急性血行播散型肺结核,JXXHBSXFJH,3233311351,QNTTRAGEXS
A19.100,多个部位的急性粟粒型结核,DGBWDJXSLXJH,334333214151,QWUWRQNSOGXS
A19.200,急性粟粒型结核,JXSLXJH,3214151,QNSOGXS
A19.800,"粟粒型结核,其他的","SLXJH,QTD","14151,133","SOGXS,AWR"
A19.801,亚急性血行播散型肺结核,YJXXHBSXFJH,13233311351,GQNTTRAGEXS
A19.802,慢性血行播散型肺结核,MXXHBSXFJH,5233311351,NNTTRAGEXS
A19.803,亚急性血行播散型结核,YJXXHBSXJH,1323331151,GQNTTRAGXS
A19.900,粟粒型结核,SLXJH,14151,SOGXS
A19.901,结核性多浆膜炎,JHXDJMY,5123434,XSNQUEO
A19.902,全身性粟粒型结核,QSXSLXJH,33214151,WTNSOGXS
A20.000,腺鼠疫\[腹股沟淋巴结鼠疫\],XSY\[FGGLBJSY\],354\[33445554\],EVU\[EEIICXVU\]
A20.100,蜂窝织皮下型鼠疫,FWZPXXSY,24551154,JPXHGGVU
A20.101,皮肤型鼠疫,PFXSY,53154,HEGVU
A20.200,肺鼠疫,FSY,354,EVU
A20.300,脑膜炎型鼠疫,NMYXSY,334154,EEOGVU
A20.700,败血症型鼠疫,BXZXSY,234154,MTUGVU
A20.800,鼠疫，其他形式的,SYQTXSD,5413113,VUAWGAR
A20.801,顿挫性鼠疫,DCXSY,11254,GRNVU
A20.802,无症状鼠疫,WZZSY,14454,FUUVU
A20.803,轻型鼠疫,QXSY,2154,LGVU
A20.900,鼠疫,SY,54,VU
A21.000,溃疡腺型土拉菌病,KYXXTLJB,44311114,IUEGFRAU
A21.100,眼腺型土拉菌病,YXXTLJB,2311114,HEGFRAU
A21.200,肺土拉菌病,FTLJB,31114,EFRAU
A21.300,胃肠土拉菌病,WCTLJB,231114,LEFRAU
A21.301,腹部土拉菌病,FBTLJB,341114,EUFRAU
A21.700,全身性土拉菌病,QSXTLJB,3321114,WTNFRAU
A21.800,土拉菌病，其他形式的,TLJBQTXSD,111413113,FRAUAWGAR
A21.900,土拉菌病,TLJB,1114,FRAU
A22.000,皮肤炭疽,PFTJ,5324,HEMU
A22.100,肺炭疽,FTJ,324,EMU
A22.200,胃肠炭疽,WCTJ,2324,LEMU
A22.700,炭疽性败血症,TJXBXZ,242234,MUNMTU
A22.800,炭疽，其他形式的,TJQTXSD,2413113,MUAWGAR
A22.801+G01*,炭疽脑膜炎,TJNMY,24334,MUEEO
A22.900,炭疽,TJ,24,MU
A23.000,马耳他布氏菌病,METBSJB,5531314,CBWDQAU
A23.100,流产布氏菌病,LCBSJB,441314,IUDQAU
A23.200,猪布氏菌病,ZBSJB,31314,QDQAU
A23.300,犬布氏菌病,QBSJB,11314,DDQAU
A23.800,布氏菌病，其他的,BSJBQTD,1314133,DQAUAWR
A23.900,布氏菌病,BSJB,1314,DQAU
A23.901+M49.1*,布氏菌病脊柱炎,BSJBJZY,1314414,DQAUISO
A23.902+M01.3*,布氏菌病关节炎,BSJBGJY,1314414,DQAUUAO
A24.000,鼻疽,BJ,34,TU
A24.100,急性和暴发性类鼻疽,JXHBFXLBJ,323252434,QNTJVNOTU
A24.101,急性类鼻疽,JXLBJ,32434,QNOTU
A24.102,暴发性类鼻疽,BFXLBJ,252434,JVNOTU
A24.200,亚急性和慢性类鼻疽,YJXHMXLBJ,132352434,GQNTNNOTU
A24.201,亚急性类鼻疽,YJXLBJ,132434,GQNOTU
A24.202,慢性类鼻疽,MXLBJ,52434,NNOTU
A24.300,类鼻疽，其他的,LBJQTD,434133,OTUAWR
A24.400,类鼻疽,LBJ,434,OTU
A25.000,螺菌病,LJB,214,JAU
A25.100,链杆菌病,LGJB,3114,QSAU
A25.900,鼠咬热,SYR,521,VKR
A26.000,皮肤类丹毒,PFLDD,53421,HEOMG
A26.700,丹毒丝菌败血症,DDSJBXZ,2151234,MGXAMTU
A26.800,类丹毒，其他形式的,LDDQTXSD,42113113,OMGAWGAR
A26.900,类丹毒,LDD,421,OMG
A27.000,出血性黄疸钩端螺旋体病,CXXHDGDLXTB,53214342434,BTNAUQUJYWU
A27.800,钩端螺旋体病，其他形式的,GDLXTBQTXSD,34243413113,QUJYWUAWGAR
A27.900,钩端螺旋体病,GDLXTB,342434,QUJYWU
A28.000,巴斯德菌病,BSDJB,51314,CATAU
A28.001,巴斯德菌败血症,BSDJBXZ,5131234,CATAMTU
A28.100,猫抓病,MZB,314,QRU
A28.200,肠外耶尔森菌病,CWYESJB,3353114,EQBQSAU
A28.800,动物源性细菌性疾病，其他特指的，不可归类在他处者,DWYXXJXJBQTTZDBKGLZT,13425124413313412413,FTINXANUUAWTRRISJODW
A28.801,人感染猪链球菌,RGRZLQJ,3143311,WDIQQGA
A28.900,动物源性细菌性疾病,DWYXXJXJB,134251244,FTINXANUU
A30.000,未定类麻风,WDLMF,14442,FPOYM
A30.100,结核样型麻风,JHYXMF,511142,XSSGYM
A30.200,偏结核样型界线类麻风,PJHYXJXLMF,3511125442,WXSSGLXOYM
A30.300,中间界线类麻风,ZJJXLMF,2425442,KULXOYM
A30.400,偏瘤型界线类麻风,PLXJXLMF,34125442,WUGLXOYM
A30.500,瘤型麻风,LXMF,4142,UGYM
A30.800,麻风，其他形式的,MFQTXSD,4213113,YMAWGAR
A30.900,麻风,MF,42,YM
A31.000,肺分枝杆菌感染,FFZGJGR,3311114,EWSSADI
A31.001,肺非典型分枝杆菌病,FFDXFZGJB,312131114,EDMGWSSAU
A31.002,鸟-胞内复合分枝杆菌感染,N-BNFHFZGJGR,3-3233311114,Q-EMTWWSSADI
A31.100,皮肤分枝杆菌感染,PFFZGJGR,53311114,HEWSSADI
A31.101,伯鲁里溃疡,BLLKY,33244,WQJIU
A31.102,海分枝杆菌感染,HFZGJGR,4311114,IWSSADI
A31.800,分枝杆菌感染，其他的,FZGJGRQTD,311114133,WSSADIAWR
A31.801,淋巴结分枝杆菌感染,LBJFZGJGR,455311114,ICXWSSADI
A31.802,足分枝杆菌病,ZFZGJB,231114,KWSSAU
A31.803,播散性非结核分枝杆菌病,BSXFJHFZGJB,31215131114,RANDXSWSSAU
A31.900,分枝杆菌感染,FZGJGR,311114,WSSADI
A31.901,非典型分枝杆菌感染,FDXFZGJGR,121311114,DMGWSSADI
A32.000,皮肤利斯特菌病,PFLSTJB,5331314,HETATAU
A32.100,利斯特菌性脑膜炎和脑膜脑炎,LSTJXNMYHNMNY,3131233433334,TATANEEOTEEEO
A32.101+G01*,利斯特菌性脑膜炎,LSTJXNMY,31312334,TATANEEO
A32.102+G05.0*,利斯特菌性脑膜脑炎,LSTJXNMNY,313123334,TATANEEEO
A32.700,利斯特菌败血症,LSTJBXZ,3131234,TATAMTU
A32.701,单核细胞增多性利斯特菌败血症,DHXBZDXLSTJBXZ,41531323131234,USXEFQNTATAMTU
A32.800,利斯特菌病，其他形式的,LSTJBQTXSD,3131413113,TATAUAWGAR
A32.801+I68.1*,利斯特菌性大脑动脉炎,LSTJXDNDMY,3131213134,TATANDEFEO
A32.802+I39.8*,利斯特菌性心内膜炎,LSTJXXNMY,313123234,TATANNMEO
A32.803,眼腺利斯特菌病,YXLSTJB,2331314,HETATAU
A32.900,利斯特菌病,LSTJB,31314,TATAU
A33.x00,新生儿破伤风,XSEPSF,433132,UTQDWM
A34.x00,产科破伤风,CKPSF,43132,UTDWM
A35.x00,破伤风，其他的,PSFQTD,132133,DWMAWR
A36.000,咽白喉,YBH,232,KRK
A36.100,鼻咽白喉,BYBH,3232,TKRK
A36.200,喉白喉,HBH,232,KRK
A36.201,白喉性喉气管炎,BHXHQGY,3222334,RKNKRTO
A36.300,皮肤白喉,PFBH,5332,HERK
A36.800,"白喉,其他的","BH,QTD","32,133","RK,AWR"
A36.801+H13.1*,白喉性结膜炎,BHXJMY,322534,RKNXEO
A36.802+I41.0*,白喉性心肌炎,BHXXJY,322334,RKNNEO
A36.803+G63.0*,白喉性多神经炎,BHXDSJY,3223454,RKNQPXO
A36.900,白喉,BH,32,RK
A37.000,百日咳博德特杆菌性百日咳,BRKBDTGJXBRK,122133112122,DJKFTTSANDJK
A37.100,副百日咳博德特杆菌性百日咳,FBRKBDTGJXBRK,1122133112122,GDJKFTTSANDJK
A37.800,博德特杆菌属性百日咳，其他的,BDTGJSXBRKQTD,1331152122133,FTTSANNDJKAWR
A37.900,百日咳,BRK,122,DJK
A37.901+J17.0*,百日咳肺炎,BRKFY,12234,DJKEO
A38.x00,猩红热,XHR,351,QXR
A39.000+G01*,脑膜炎球菌性脑膜炎,NMYQJXNMY,334112334,EEOGANEEO
A39.001+G01*,普通型流行性脑脊髓膜炎,PTXLHXNJSMY,45143234234,UCGITNEIMEO
A39.002+G01*,暴发型流行性脑脊髓膜炎,BFXLHXNJSMY,25143234234,JVGITNEIMEO
A39.003+G01*,流行性脑脊髓膜炎,LHXNJSMY,43234234,ITNEIMEO
A39.100+E35.1*,沃-弗综合征,W-FZHZ,4-5533,I-XXWT
A39.200,急性脑膜炎球菌血症,JXNMYQJXZ,323341134,QNEEOGATU
A39.300,慢性脑膜炎球菌血症,MXNMYQJXZ,523341134,NNEEOGATU
A39.400,脑膜炎球菌血症,NMYQJXZ,3341134,EEOGATU
A39.500,脑膜炎球菌性心脏病,NMYQJXXZB,334112334,EEOGANNEU
A39.501+I32.0*,脑膜炎球菌性心包炎,NMYQJXXBY,334112334,EEOGANNQO
A39.502+I39.8*,脑膜炎球菌性心内膜炎,NMYQJXXNMY,3341123234,EEOGANNMEO
A39.503+I41.0*,脑膜炎球菌性心肌炎,NMYQJXXJY,334112334,EEOGANNEO
A39.800,脑膜炎球菌感染，其他的,NMYQJGRQTD,3341114133,EEOGADIAWR
A39.801+H13.1*,脑膜炎球菌性结膜炎,NMYQJXJMY,334112534,EEOGANXEO
A39.802+G05.0*,脑膜炎球菌性脑炎,NMYQJXNY,33411234,EEOGANEO
A39.803+G05.0*,脑膜炎球菌性脊髓脊膜炎,NMYQJXJSJMY,33411242434,EEOGANIMIEO
A39.804+M01.0*,脑膜炎球菌性关节炎,NMYQJXGJY,334112414,EEOGANUAO
A39.805+M03.0*,脑膜炎球菌感染后关节炎,NMYQJGRHGJY,33411143414,EEOGADIRUAO
A39.900,脑膜炎球菌感染,NMYQJGR,3341114,EEOGADI
A40.000,A族链球菌性败血症,AZLQJXBXZ,A43112234,AYQGANMTU
A40.100,B族链球菌性败血症,BZLQJXBXZ,B43112234,BYQGANMTU
A40.200,D族链球菌性败血症,DZLQJXBXZ,D43112234,DYQGANMTU
A40.300,肺炎链球菌性败血症,FYLQJXBXZ,343112234,EOQGANMTU
A40.800,链球菌性败血症，其他的,LQJXBXZQTD,3112234133,QGANMTUAWR
A40.900,链球菌性败血症,LQJXBXZ,3112234,QGANMTU
A41.000,金黄色葡萄球菌性败血症,JHSPTQJXBXZ,31311112234,QAQAAGANMTU
A41.100,葡萄球菌性败血症，其他特指的,PTQJXBXZQTTZD,1111223413313,AAGANMTUAWTRR
A41.101,凝固酶阴性葡萄球菌败血症,NGMYXPTQJBXZ,421521111234,ULSBNAAGAMTU
A41.200,葡萄球菌性败血症,PTQJXBXZ,11112234,AAGANMTU
A41.300,流感嗜血杆菌性败血症,LGSXGJXBXZ,4123112234,IDKTSANMTU
A41.400,厌氧菌性败血症,YYJXBXZ,1312234,DRANMTU
A41.500,革兰氏阴性病原体性败血症，其他的,GLSYXBYTXBXZQTD,143524132234133,AUQBNUDWNMTUAWR
A41.501,大肠杆菌败血症,DCGJBXZ,1311234,DESAMTU
A41.502,铜绿假单胞菌败血症,TLJDBJBXZ,353431234,QXWUEAMTU
A41.503,克雷伯杆菌败血症,KLBGJBXZ,11311234,DFWSAMTU
A41.504,阴沟肠杆菌败血症,YGCGJBXZ,54311234,BIESAMTU
A41.505,变形杆菌败血症,BXGJBXZ,4111234,YGSAMTU
A41.506,不动杆菌属性败血症,BDGJSXBXZ,411152234,IFSANNMTU
A41.800,败血症，其他特指的,BXZQTTZD,23413313,MTUAWTRR
A41.801,枯草杆菌败血症,KCGJBXZ,1111234,SASAMTU
A41.802,类酵母菌败血症,LJMJBXZ,4151234,OSXAMTU
A41.803,新型隐球菌败血症,XXYQJBXZ,41511234,UGBGAMTU
A41.804,真菌败血症,ZJBXZ,11234,FAMTU
A41.805,革兰阳性菌败血症,GLYXJBXZ,14521234,AUBNAMTU
A41.806,微球菌属性败血症,WQJSXBXZ,31152234,TGANNMTU
A41.807,肠球菌性败血症,CQJXBXZ,3112234,EGANMTU
A41.900,败血症,BXZ,234,MTU
A41.901,脓毒血症,NDXZ,3134,EGTU
A42.000,肺放线菌病,FFXJB,34514,EYXAU
A42.100,腹放线菌病,FFXJB,34514,EYXAU
A42.200,颈面部放线菌病,JMBFXJB,5144514,CDUYXAU
A42.700,放线菌病性败血症,FXJBXBXZ,45142234,YXAUNMTU
A42.800,放线菌病，其他形式的,FXJBQTXSD,451413113,YXAUAWGAR
A42.801,涎腺放线菌病,XXFXJB,434514,IEYXAU
A42.802,乳腺放线菌病,RXFXJB,334514,EEYXAU
A42.803,肝放线菌病,GFXJB,34514,EYXAU
A42.804,盆腔放线菌病,PQFXJB,334514,WEYXAU
A42.805,阴道放线菌病,YDFXJB,544514,BUYXAU
A42.900,放线菌病,FXJB,4514,YXAU
A43.000,肺诺卡菌病,FNKJB,34214,EYHAU
A43.100,皮肤诺卡菌病,PFNKJB,534214,HEYHAU
A43.800,诺卡菌病，其他形式的,NKJBQTXSD,421413113,YHAUAWGAR
A43.801,脑诺卡菌病,NNKJB,34214,EYHAU
A43.802,肾诺卡菌病,SNKJB,24214,JYHAU
A43.900,诺卡菌病,NKJB,4214,YHAU
A43.901,播散性诺卡菌病,BSXNKJB,3124214,RANYHAU
A44.000,全身性巴尔通体病,QSXBETTB,33253534,WTNCQCWU
A44.100,皮肤和黏膜皮肤的巴尔通体病,PFHNMPFDBETTB,5333353353534,HETTEHERCQCWU
A44.800,巴尔通体病，其他形式的,BETTBQTXSD,5353413113,CQCWUAWGAR
A44.900,巴尔通体病,BETTB,53534,CQCWU
A46.x00,丹毒,DD,21,MG
A48.000,气性坏疽,QXHJ,3214,RNFU
A48.100,军团病,JTB,424,PLU
A48.200,非肺炎性军团病\[庞蒂亚克热\],FFYXJTB\[PDYKR\],1342424\[41111\],DEONPLU\[YAGDR\]
A48.300,中毒性休克综合征,ZDXXKZHZ,21231533,KGNWDXWT
A48.400,巴西紫热,BXZR,5121,CSHR
A48.800,细菌性疾病，其他特指的,XJXJBQTTZD,5124413313,XANUUAWTRR
A48.801,鼻硬结病,BYJB,3154,TDXU
A49.000,葡萄球菌感染,PTQJGR,111114,AAGADI
A49.001,葡萄球菌感染性菌血症,PTQJGRXJXZ,1111142134,AAGADINATU
A49.002,耐甲氧西林金黄色葡萄球菌感染,NJYXLJHSPTQJGR,12311313111114,DLRSSQAQAAGADI
A49.003,耐甲氧西林凝固酶阴性葡萄球菌感染,NJYXLNGMYXPTQJGR,1231142152111114,DLRSSULSBNAAGADI
A49.004,甲氧西林敏感金黄色葡萄球菌感染,JYXLMGJHSPTQJGR,231131313111114,LRSSTDQAQAAGADI
A49.100,链球菌感染,LQJGR,31114,QGADI
A49.101,链球菌感染性菌血症,LQJGRXJXZ,311142134,QGADINATU
A49.102,肺炎球菌感染,FYQJGR,341114,EOGADI
A49.103,链球菌感染综合征,LQJGRZHZ,31114533,QGADIXWT
A49.200,流感嗜血杆菌感染,LGSXGJGR,41231114,IDKTSADI
A49.201,流感嗜血杆菌感染性菌血症,LGSXGJGRXJXZ,412311142134,IDKTSADINATU
A49.300,支原体感染,ZYTGR,11314,FDWDI
A49.301,支原体菌属感染性菌血症,ZYTJSGRXJXZ,11315142134,FDWANDINATU
A49.800,细菌性感染，其他的,XJXGRQTD,51214133,XANDIAWR
A49.801,大肠杆菌感染,DCGJGR,131114,DESADI
A49.802,肺炎杆菌感染,FYGJGR,341114,EOSADI
A49.803,不动杆菌感染性菌血症,BDGJGRXJXZ,4111142134,IFSADINATU
A49.804,变形杆菌感染,BXGJGR,411114,YGSADI
A49.805,克雷伯杆菌感染,KLBGJGR,1131114,DFWSADI
A49.806,肠杆菌感染性菌血症,CGJGRXJXZ,311142134,ESADINATU
A49.807,沙雷菌感染,SLJGR,41114,IFADI
A49.808,雷极普鲁菲登菌感染,LJPLFDJGR,114313114,FSUQAWADI
A49.809,幽门螺旋杆菌感染,YMLXGJGR,54241114,XUJYSADI
A49.810,阴沟肠杆菌感染,YGCGJGR,5431114,BIESADI
A49.811,嗜麦芽窄食单胞菌感染性菌血症,SMYZSDBJGRXJXZ,21143431142134,KGAPWUEADINATU
A49.812,鲍曼不动杆菌感染,BMBDGJGR,32411114,QJIFSADI
A49.813,克雷伯杆菌感染性菌血症,KLBGJGRXJXZ,11311142134,DFWSADINATU
A49.814,铜绿假单胞菌感染,TLJDBJGR,35343114,QXWUEADI
A49.815,肺炎克雷伯杆菌感染,FYKLBGJGR,341131114,EODFWSADI
A49.816,屎肠球菌感染,SCQJGR,531114,NEGADI
A49.817,气球菌感染,QQJGR,31114,RGADI
A49.900,细菌性感染,XJXGR,51214,XANDI
A49.901,菌血症,JXZ,134,ATU
A49.902,革兰阴性杆菌感染,GLYXGJGR,14521114,AUBNSADI
A50.000,有症状的早期先天性梅毒,YZZDZQXTXMD,34432131211,EUURJATGNSG
A50.100,潜伏性早期先天性梅毒,QFXZQXTXMD,4322131211,IWNJATGNSG
A50.200,早期先天性梅毒,ZQXTXMD,2131211,JATGNSG
A50.300,晚期先天性梅毒性眼病,WQXTXMDXYB,2131211224,JATGNSGNHU
A50.301+H19.2*,梅毒性角膜炎,MDXJMY,112334,SGNQEO
A50.400,晚期先天性神经梅毒\[青少年神经梅毒\],WQXTXSJMD\[QSNSJMD\],213124511\[1434511\],JATGNPXSG\[GIRPXSG\]
A50.401,幼年型麻痹性痴呆,YNXMBXCD,53144242,XRGYUNUK
A50.402+G01*,先天性梅毒性脑膜炎,XTXMDXNMY,312112334,TGNSGNEEO
A50.500,有症状的其他晚期先天性梅毒,YZZDQTWQXTXMD,3443132131211,EUURAWJATGNSG
A50.501,哈钦森牙,HQSY,2311,KQSA
A50.600,潜伏性晚期先天性梅毒,QFXWQXTXMD,4322131211,IWNJATGNSG
A50.700,晚期先天性梅毒,WQXTXMD,2131211,JATGNSG
A50.900,先天性梅毒,XTXMD,31211,TGNSG
A51.000,初期生殖器梅毒,CQSZQMD,4131211,PATGKSG
A51.001,阴茎下疳,YJXG,5114,BAGU
A51.002,一期梅毒,YQMD,1111,GASG
